Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
MAHLY,Medipal Holdings Corp.,18.25,USD,2.240896358543409,260,0.7926829268292683,3321334553.2536507,USD,14.602336373819812,1.2498,USD,-11.512319456244695,1.55379,Distribution services,
LQDT,"Liquidity Services, Inc.",22.43,USD,0.945094509450949,78048,0.5720266312521437,684841701,USD,35.62579415501906,0.6296,USD,-11.423747889701737,0,Retail trade,Strong buy
WAT,Waters Corporation,357.33,USD,0.46390013495276017,689499,1.8606444126615753,21211796589.000004,USD,35.60304887161859,10.0365,USD,-11.420502184369626,0,Health technology,Neutral
EPOKY,Epiroc Aktiebolag,21.59,USD,1.7436380772855844,111935,1.0375255476820548,25047764006.6004,USD,32.48570568763166,0.6646,USD,-11.386666666666672,0.958652,Producer manufacturing,Neutral
OEZVY,Verbund AG,17.12,USD,-5.8254029374552925,537,1.6713352007469653,29023135543.5623,USD,14.53927813163482,1.1775,USD,-11.359530261969288,3.59794,Utilities,Sell
EBF,"Ennis, Inc.",23.78,USD,0,187780,0.9792132294429362,617899883,USD,15.12241653418124,1.5725,USD,-11.27348643006263,4.20521,Commercial services,Strong buy
WSO.B,"Watsco, Inc.",495,USD,0.741498129871459,307,0.4650810483260112,19899783981.78532,USD,38.2286614562417,12.9484,USD,-11.20650638432104,2.06848,Producer manufacturing,Neutral
WSO,"Watsco, Inc.",495.98,USD,-0.9387233362626806,143480,0.5983648808024462,20018378654,USD,38.30434648296315,12.9484,USD,-11.20650638432104,2.0767,Producer manufacturing,Neutral
NSP,"Insperity, Inc.",86.97,USD,0.43884975170342466,218071,0.7976816238143836,3264720224.0000005,USD,20.54425625398625,4.2333,USD,-11.186405119060105,2.65609,Commercial services,Neutral
ANCTF,Alimentation Couche-Tard Inc.,55.8695,USD,0.2935051879510269,3366,0.10227863178780983,52963491254.87898,USD,20.325272566108808,2.7487700260000003,USD,-11.1159652587426,0.8829,Retail trade,Buy
SIMO,Silicon Motion Technology Corporation,60.59,USD,-1.4315926468195794,278013,0.8210807043243531,2024856306,USD,25.95083090628748,2.3348,USD,-11.11280313701603,3.28437,Electronic technology,Strong buy
RM,Regional Management Corp.,33.09,USD,3.0199252801992715,20374,0.701690338756561,336048792,USD,13.090434369807738,2.5278,USD,-11.10564073709382,3.62647,Finance,Neutral
KRYAF,Kerry Group plc,99.97,USD,4.005409904286303,1185,1.9869215291750504,17032977562.608023,USD,24.89788534671088,4.015200432,USD,-10.92490183815203,1.23422,Consumer non-durables,Buy
SRGHY,Shoprite Holdings Ltd.,17.95,USD,-1.1563876651982425,1857,0.623782331205912,9625977658.03,USD,29.363651235072798,0.6113,USD,-10.902200845357832,1.40575,Retail trade,
HRL,Hormel Foods Corporation,31.72,USD,0.4751346214760804,1653228,0.634572840527468,17394094521,USD,22.283105022831048,1.4235,USD,-10.852955911823647,3.53878,Consumer non-durables,Neutral
KDDIF,KDDI Corp.,33.75,USD,-5.127340192275252,42,0.6017191977077364,70279480590.817,USD,17.896296446472395,1.8858650503999999,USD,-10.762125945404565,2.93563,Communications,Buy
DHIL,"Diamond Hill Investment Group, Inc.",158.51,USD,-0.5957606923366469,8688,0.4199231494236207,436064648.99999994,USD,10.954842633419492,14.4694,USD,-10.730656992849518,3.78525,Finance,
CRERF,Carrefour S.A.,17.3,USD,0.2549837737598544,900,0.3464736680012319,11565250347.494543,USD,13.981404299101115,1.237357824,USD,-10.716504343248225,5.42902,Retail trade,Buy
CRNX,"Crinetics Pharmaceuticals, Inc.",50.75,USD,0.3361012257809445,370615,0.4723363081924475,4061807024,USD,,-3.7696,USD,-10.613574341970125,0,Health technology,Strong buy
DNPLY,Dai Nippon Printing Co. Ltd.,18.4,USD,1.0433827567270606,2514,0.579382821322394,9705151611.885113,USD,23.258753634180252,0.7911,USD,-10.610169491525422,0.946364,Commercial services,Buy
STNG,Scorpio Tankers Inc.,71.65,USD,0.7877338584892422,672892,1.0738657327908139,3910339340,USD,5.629896202471969,12.7267,USD,-10.569956924720158,2.16329,Transportation,Strong buy
SPXSF,Spirax Sarco Engineering PLC,97.1,USD,0.07729966503477313,100,0.21390374331550802,7141913920.58862,USD,29.553773838713905,3.2855364099999997,USD,-10.554028280131616,2.09287,Producer manufacturing,Neutral
SMAWF,Siemens AG,202.06,USD,-1.0162417425765857,4008,3.1297829142589415,158251532747.44043,USD,18.585582532826923,10.871868000000001,USD,-10.430136764475872,2.57027,Producer manufacturing,Strong buy
ASMLF,ASML Holding N.V.,835.0699,USD,-1.3094723157832555,293,0.15400788436268067,328534735034.0234,USD,45.51613420833769,18.34667892,USD,-10.380600833267259,0.814737,Electronic technology,Buy
FR,"First Industrial Realty Trust, Inc.",56.04,USD,1.009372746935837,1445092,0.8692433811330614,7621101186,USD,26.14171759108084,2.1437,USD,-10.339202810657069,2.46253,Finance,Buy
MARUF,Marubeni Corp.,15.74,USD,-10.15981735159817,2467,0.5210467400257672,26367752907.71274,USD,8.993813661384358,1.7500918511999999,USD,-10.311474112178855,3.50154,Process industries,Buy
BKGFF,Berkeley Group Holdings Plc.,62.4,USD,3.89610389610389,6,0.023612750885478158,6358470358.584731,USD,12.981227090266518,4.80694156,USD,-10.282868266599591,1.41527,Finance,Neutral
PKX,POSCO HOLDINGS INC.,73.23,USD,0.7706068528966593,101153,1.1191769121148551,21736630976.96301,USD,25.172733835206767,2.9091,USD,-10.262816953544327,2.25905,Non-energy minerals,Buy
EEFT,"Euronet Worldwide, Inc.",100.03,USD,1.0199959604120432,205715,0.6444340092244143,4492772696,USD,17.369334953985067,5.759,USD,-10.181228360210861,0,Technology services,Buy
CRL,"Charles River Laboratories International, Inc.",198.31,USD,0.025219408857062125,486055,0.6666966600493767,10238889119,USD,23.439790080847242,8.4604,USD,-10.181115569993839,0,Commercial services,Buy
ASHTF,Ashtead Group PLC,78,USD,3.328502505053832,1430,0.34088200238379024,34039107397.581745,USD,21.55619261658617,3.6184497600000003,USD,-10.084344640069007,1.36614,Finance,Buy
TPX,"Tempur Sealy International, Inc.",54.78,USD,1.3506012950971398,1241253,0.9199586406864798,9512509675,USD,26.144227556913094,2.0953,USD,-10.049798231304207,0.912742,Consumer durables,Buy
PREKF,Prairiesky Royalty Ltd.,20.1,USD,-0.6937652136781142,1906,0.10033796944587751,4802933863.177672,USD,28.505563903163342,0.7051255,USD,-10.014070018390099,3.57534,Miscellaneous,Buy
MTX,Minerals Technologies Inc.,75.69,USD,-0.2372479240806733,144406,0.8233915594467996,2434850803,USD,28.208855098389982,2.6832,USD,-9.983896940418683,0.528471,Process industries,Strong buy
RDEIF,Redeia Corporacion SA,18.94,USD,4.0087863811092825,321,0.15734522817508947,10208569920.326324,USD,15.782243727226405,1.200082848,USD,-9.93257657904312,4.60489,Industrial services,Buy
TER,"Teradyne, Inc.",134.64,USD,-2.015864929772222,1701936,0.9260936927546333,21970028177,USD,44.31863067807768,3.038,USD,-9.923799922910433,0.341652,Electronic technology,Buy
PTKFY,PT Kalba Farma TBK,22.93,USD,-3.3468217838475827,435,1.0334996436208126,5367421415.039046,USD,27.274889972641844,0.8407,USD,-9.921782920818602,1.1589,Health technology,
KBDC,"Kayne Anderson BDC, Inc.",16.23,USD,0.4953560371517143,13379,0.7996246623156185,1153850000,USD,8.372884853487413,1.9384,USD,-9.84186046511628,0,Finance,Buy
XENE,Xenon Pharmaceuticals Inc.,38.65,USD,0.6510416666666667,151806,0.49184646054643344,2928298470,USD,,-2.7372,USD,-9.817452357071211,0,Health technology,Strong buy
MPWR,"Monolithic Power Systems, Inc.",924.99,USD,-2.0542360677262548,571733,1.0948580261559642,45095110987.99999,USD,110.01700821865671,8.4077,USD,-9.810883580232346,0.486492,Electronic technology,Buy
ULS,UL Solutions Inc.,49.5,USD,0.0808734330772324,848278,0.8636921409002181,9900343991,USD,36.940298507462686,1.34,USD,-9.764309764309765,0,Technology services,Buy
HP,"Helmerich & Payne, Inc.",30.065,USD,1.3996627318718473,1399979,0.701386029723783,2969081608.096333,USD,8.747708690971516,3.4369,USD,-9.750013129562516,5.6,Industrial services,Buy
BELFA,Bel Fuse Inc.,98.47,USD,-2.019900497512439,15541,1.0124364010657911,1016540201,USD,21.477959299408905,4.5847,USD,-9.684218820794674,0.243729,Electronic technology,Strong buy
TPR,"Tapestry, Inc.",47.94,USD,1.9783024888321628,2592828,0.9082438740176224,11036780923,USD,13.682678311499272,3.5037,USD,-9.656541694600595,2.92032,Retail trade,Buy
SKSUF,Sekisui Chemical Co.,15.5,USD,6.164383561643838,1000,2.4968789013732833,6495693435.66652,USD,13.567279794051649,1.1424545108,USD,-9.634297764546657,3.23851,Process industries,Neutral
BELFB,Bel Fuse Inc.,77.47,USD,-1.6503745080614411,81122,0.8937330060506171,1016540201.0000001,USD,14.53989226928924,5.3281,USD,-9.5782774713619,0.36143,Electronic technology,Strong buy
CDUAF,Canadian Utilities Ltd.,26.5,USD,0.1890359168241993,37458,0.8277645186953063,5431452459.636212,USD,18.29428656037921,1.4485396799999999,USD,-9.560476329831035,5.02055,Utilities,Neutral
NWPX,Northwest Pipe Company,45.47,USD,5.621370499419284,78594,1.3218095036276853,451003787.99999994,USD,18.201104795452725,2.4982,USD,-9.485507246376798,0,Non-energy minerals,Strong buy
SMLR,"Semler Scientific, Inc.",23.77,USD,1.1059123777116036,122813,0.8511515665629868,166206646,USD,11.69323101141283,2.0328,USD,-9.476309226932672,0,Health technology,Strong buy
BOOT,"Boot Barn Holdings, Inc.",165.12,USD,-1.5032211882605477,446171,0.8852553538414286,5036768633,USD,33.427131202299734,4.9397,USD,-9.438078650655424,0,Retail trade,Strong buy
NSLYF,Nestle Malaysia BHD,24.356,USD,-9.792592592592586,100,0.2898550724637681,5711482000,USD,47.278390599791884,0.51516136,USD,-9.427193209117966,2.55238,Consumer non-durables,Sell
OPCH,"Option Care Health, Inc.",31.42,USD,0.8020532563362206,1029167,0.5883920790464816,5373563611,USD,26.330344423028578,1.1933,USD,-9.426944971536992,0,Health services,Strong buy
BESVF,BE Semiconductor Industries N.V.,134.35,USD,6.116446114013368,10,0.04528985507246377,10845346878.50724,USD,62.112239782586016,2.163019728,USD,-9.33683259285842,1.88679,Producer manufacturing,Buy
MITSF,"Mitsui & Co., Ltd.",21.95,USD,0,424,0.0034805193525905653,65307530615.23394,USD,9.766170723372774,2.2475544019999996,USD,-9.335329749312962,2.60018,Process industries,Buy
VLTO,Veralto Corp,110.3,USD,-0.8806613946800897,1834421,0.858410296051297,27255836623,USD,34.492463568703485,3.1978,USD,-9.315713353940392,0.244787,Technology services,Buy
HCC,"Warrior Met Coal, Inc.",64.65,USD,3.0771683673469497,1333642,1.5235314566322995,3381888280,USD,7.9967839693240155,8.0845,USD,-9.28116163203016,0.479505,Energy minerals,Buy
SQFTP,"Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",15.45,USD,-0.9615384615384639,11975,3.9846271586863207,10113973,USD,,-0.5042,USD,-9.252437703141918,13.0747,Finance,
RITM/PA,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.41,USD,-0.23557126030623762,44445,2.035409577805357,5883370857,USD,21.31890259249937,1.1919,USD,-9.223153084539222,8.83392,Finance,
RITM/PB,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.37,USD,0.2766798418972343,78651,1.410810636282754,5883370857,USD,21.285342730094808,1.1919,USD,-9.223153084539222,8.83392,Finance,
RITM/PC,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,24.2375,USD,0.15495867768595628,42662,0.9358164429235764,5883370857,USD,20.335179125765585,1.1919,USD,-9.223153084539222,8.83392,Finance,
RITM/PD,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,24.24,USD,0.580912863070527,27350,0.6369545421729117,5883370857,USD,20.33727661716587,1.1919,USD,-9.223153084539222,8.83392,Finance,
WEYS,"Weyco Group, Inc.",34.44,USD,1.0859994129732828,7230,0.5434455802766085,326859030.00000006,USD,10.905291156074854,3.1581,USD,-9.192593018574952,2.96167,Consumer non-durables,
EPIAF,Epiroc Aktiebolag,22.142,USD,7.090346295221519,3910,0.24621701101364585,25672402713.02322,USD,33.331549488778,0.66429555,USD,-9.162639797042548,1.64309,Producer manufacturing,Neutral
ORI,Old Republic International Corporation,35.38,USD,-0.1411233418007258,796172,0.45261023510409715,9145515412.999998,USD,14.92197385069591,2.371,USD,-9.160568560591551,2.88298,Finance,Neutral
ASMIY,ASM International N.V.,657,USD,0.5355776587605203,3196,0.847700387247361,31858433610.8258,USD,54.39327079900983,12.0787,USD,-9.156068320785792,0.384104,Producer manufacturing,Buy
AWR,American States Water Company,82.58,USD,1.3749079302725322,201832,0.730176393934636,3093215570,USD,28.75348189415042,2.872,USD,-9.07939723945802,2.12582,Utilities,Buy
CCK,"Crown Holdings, Inc.",94.74,USD,-0.263185598484051,814404,0.9743155927175052,11429488218,USD,26.26341030687772,3.6073,USD,-9.065012982429604,1.04497,Process industries,Buy
NEXNY,Nexans Paris ACT,71.46,USD,-1.5024121295658215,713,0.12727824488120104,6422638048.1375,USD,22.623231076075598,3.1587,USD,-9.060286750734145,1.17411,Producer manufacturing,
WPM,Wheaton Precious Metals Corp,62.45,USD,-2.7561507318592278,1666899,0.9737656203338787,28329520582.70693,USD,50.09436229704334,1.24664727,USD,-9.033266351588015,0.992661,Non-energy minerals,Buy
FBIN,"Fortune Brands Innovations, Inc.",88.6,USD,1.0492700729926865,651293,0.532186473999964,10995940372,USD,25.09062075215224,3.5312,USD,-9.00376230479822,1.07223,Producer manufacturing,Buy
FINGF,Finning International Inc.,32.44,USD,-0.18461538461539162,2566,2.5479098401350413,4490388857.306886,USD,12.638289929352426,2.56680296,USD,-9.001258410318897,2.39398,Distribution services,Strong buy
IT,"Gartner, Inc.",508.94,USD,-1.4579743257110829,263244,0.9121894153815447,39218670723.00001,USD,48.45847694856512,10.5026,USD,-8.982502968169097,0,Technology services,Neutral
FSUGY,FORTESCUE LTD.,28.025,USD,2.768610194352765,124578,1.1615848456339168,42691506898.747,USD,7.610732422670613,3.6823,USD,-8.853960396039602,9.47778,Non-energy minerals,
TTNDY,Techtronic Industries Ltd.,78.49,USD,1.2382303624403375,326008,4.601714449452254,28446899811.099285,USD,27.44213691350255,2.8602,USD,-8.84986774594475,1.51803,Consumer durables,Strong buy
OMF,"OneMain Holdings, Inc.",46.85,USD,0.7743600774360064,673209,0.51741538330998,5611276703,USD,9.639521007365953,4.8602,USD,-8.839913720341372,8.70865,Finance,Buy
KURA,"Kura Oncology, Inc.",19.52,USD,0.30832476875641684,340413,0.6984941296108547,1495905299,USD,,-2.23,USD,-8.780487804878058,0,Health technology,Strong buy
AMFPF,Amplifon S.p.A.,29.3304,USD,-7.997490589711412,1000,2.334812047630166,6593376274.575898,USD,38.43757198592004,0.7630658880000001,USD,-8.765584278500048,1.08533,Distribution services,Buy
KURRY,Kuraray Co.,44.29,USD,-1.5777777777777797,279,0.6598864711447493,5197981435.031484,USD,14.361219195849545,3.084,USD,-8.66281652598845,3.47805,Process industries,
FCX,"Freeport-McMoRan, Inc.",51.34,USD,-1.0980543247928976,15967707,0.9957245914426751,73768203855,USD,38.735476082692024,1.3254,USD,-8.656099241902147,1.16868,Non-energy minerals,Buy
UTMD,"Utah Medical Products, Inc.",66.74,USD,-0.2689778840406557,9189,0.39124103751894684,232062784.99999997,USD,15.401301518438176,4.3334,USD,-8.655143338954462,1.79053,Health technology,
MTD,"Mettler-Toledo International, Inc.",1478.92,USD,-0.8115249963112439,140385,1.4530984113577363,31585840315,USD,40.69484916776045,36.3417,USD,-8.633641560949105,0,Health technology,Neutral
MTN,"Vail Resorts, Inc.",180.61,USD,-3.90529396115987,1538764,2.349834890764023,6770251416,USD,29.946940805836515,6.031,USD,-8.522804835504868,4.73949,Consumer services,Neutral
LCHTF,TEXT SA,18.79,USD,0.9129967776584218,132,0.31029619181946405,483842500,USD,11.854909096279448,1.5849973919999998,USD,-8.491690004114611,8.02685,Technology services,Buy
NTTYY,Nippon Telegraph & Telephone Corp.,25.69,USD,-1.4576141158419602,39686,0.6032700563047999,89748029760.43192,USD,10.959897610921503,2.344,USD,-8.45537980863114,2.48903,Communications,Buy
STLA,Stellantis N.V.,16.06,USD,2.6854219948848983,7646306,0.7282177256815325,47616293056.26803,USD,3.461298191275396,4.639877616000001,USD,-8.421467837323808,10.6529,Consumer durables,Buy
GOLF,Acushnet Holdings Corp.,64.16,USD,0.3126954346466475,208531,0.7265602434468609,3965962673,USD,22.098990803568352,2.9033,USD,-8.18443439486417,1.27805,Consumer durables,Neutral
IFF,"International Flavors & Fragrances, Inc.",105.12,USD,0.38197097020626974,1326427,0.9877414282000544,26874892067,USD,,-9.2274,USD,-8.183459563392484,2.30213,Consumer non-durables,Buy
RXLSF,Rexel SA,30.4,USD,2.82428547268729,1320,1.9873532068654018,8980606285.168036,USD,12.25665365668037,2.480285472,USD,-8.175502029680185,4.48096,Distribution services,Buy
KDDIY,KDDI Corp.,16.54,USD,-1.194743130226997,77790,0.41722312507039533,69803248089.13878,USD,16.245948335134074,1.0181,USD,-8.171732659871923,2.30648,Communications,Buy
CXT,"Crane NXT, Co.",55.79,USD,0.10766194150368255,334965,0.5468936866363575,3187673553,USD,17.78564141800561,3.1368,USD,-8.159859464207294,1.11131,Producer manufacturing,Strong buy
CSX,CSX Corporation,34.53,USD,1.8584070796460253,11446664,1.0030870961916993,66944676851,USD,18.94442310857519,1.8227,USD,-8.088346528162981,1.36114,Transportation,Buy
KYCCF,Keyence Corp.,476.4,USD,-4.146026406119844,1391,0.7769647545104172,115539532250.97578,USD,49.19890365777766,9.683142602399998,USD,-8.005496288589734,0.422,Electronic technology,Buy
LKNCY,Luckin Coffee Inc.,23.99,USD,-1.0313531353135312,5323957,2.6142652828953485,6711379038,USD,26.64963341479671,0.9002,USD,-7.9926410466067095,0,Consumer non-durables,Strong buy
ENSG,"The Ensign Group, Inc.",144.11,USD,-2.2519161636030613,1439286,4.184970943638277,8230656016.000001,USD,36.921933847454596,3.9031,USD,-7.989156058462994,0.164805,Health services,Buy
PFFVF,Pfeiffer Vacuum Technology AG,165.008,USD,2.5850170966739294,45,0.5306603773584906,1628242705.554508,USD,19.145916731745938,8.618443416,USD,-7.9792191293865,4.74093,Producer manufacturing,Strong sell
TGOPF,3i Group,45.075,USD,4.075271299930733,208,0.024133290017171766,43469788339.218056,USD,9.000737808899009,5.007922789999999,USD,-7.9573254763161945,1.79994,Finance,Buy
DWAHY,Daiwa House Industry Co. Ltd.,31.82,USD,-2.512254901960785,23753,1.4202177591495315,21294371742.54994,USD,9.332746737058219,3.4095,USD,-7.943407943407944,2.46599,Consumer durables,Buy
ITOCF,Itochu Corp.,51.77,USD,-2.614747930775007,1879,0.24276799441853256,76894590207.51923,USD,15.152435680541801,3.4166124239999993,USD,-7.868126414576442,2.01435,Distribution services,Buy
HOG,"Harley-Davidson, Inc.",39.37,USD,2.928104575163392,1210622,0.5154489891682317,5181918115,USD,8.030924260041203,4.9023,USD,-7.851503759398495,1.7145,Consumer durables,Buy
RGA,"Reinsurance Group of America, Incorporated",215.61,USD,-1.3587702443041443,388963,1.4560584155828793,14199568120.000002,USD,16.82376441579925,12.8158,USD,-7.841106844429109,1.59547,Finance,Strong buy
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",25.25,USD,-0.11867088607595386,25612,1.1430254561033952,14199568120,USD,1.9702242544359307,12.8158,USD,-7.841106844429109,1.59547,Finance,
BDNNY,Boliden AB,67.785,USD,-0.2721789024569697,9396,0.9522651261781696,9279758234.000599,USD,12.735078061885885,5.3227,USD,-7.820861403113797,1.74545,Non-energy minerals,Neutral
CZMWY,Carl Zeiss Meditec AG,78.69,USD,6.380965256184938,5513,1.6218999146832986,7072573951.695701,USD,24.818646313000695,3.1706,USD,-7.748261514737123,1.04717,Health technology,Neutral
TPH,"Tri Pointe Homes, Inc.",45.01,USD,2.6687956204379435,951909,1.0555569909447395,4212460509.9999995,USD,10.220950564298205,4.4037,USD,-7.735339102013455,0,Consumer durables,Buy
WH,"Wyndham Hotels & Resorts, Inc.",80.79,USD,0,903310,1.3451803598395808,6380785914,USD,26.18376276130287,3.0855,USD,-7.721984627807518,1.80715,Consumer services,Buy
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,177.97,USD,-4.742279077235997,17908271,1.5342907289401075,819993060937.5001,USD,31.84404523332379,5.5888,USD,-7.690274841437636,0.906362,Electronic technology,Strong buy
MARUY,Marubeni Corp.,161,USD,-5.538605961042007,6303,0.6661523177408105,28583879616.87608,USD,8.545193991826336,18.841,USD,-7.685146622896201,3.078,Process industries,Buy
CMCO,Columbus McKinnon Corporation,35.57,USD,0.8505812305075053,301655,0.8387749223106817,1027274044.9999999,USD,22.477093206951025,1.5825,USD,-7.515633218397524,0.78718,Producer manufacturing,Strong buy
SKFRY,AB SKF,20.21,USD,0.44731610337972094,3694,0.2510073589867293,9187078565.892998,USD,17.159110205467822,1.1778,USD,-7.485664912418502,2.45327,Producer manufacturing,Buy
CDLR,Cadeler A/S,27.48,USD,-0.4347826086956557,11445,0.4509811647883994,2426159876.6890798,USD,107.51173708920189,0.2556,USD,-7.458363504706737,0,Producer manufacturing,Strong buy
DEO,Diageo plc,140.77,USD,0.3063987459028123,836855,0.9923977697658046,78777514004.7031,USD,20.341897633016387,6.9202,USD,-7.3427416115470105,2.92619,Consumer non-durables,Neutral
KMX,CarMax Inc,77.32,USD,-1.1379618974555692,2728204,0.9654347477369273,12068024287,USD,29.186169409633095,2.6492,USD,-7.286344229019394,0,Retail trade,Buy
SYIEY,Symrise Ag,34.27,USD,0.7941176470588327,26601,0.37886092481317585,19226948707.3313,USD,45.163415919873486,0.7588,USD,-7.282502443792764,0.562229,Process industries,Buy
SCSKF,SCSK Corp,22.37,USD,0.8566275924256144,206,0.4003887269193392,6990818197.938434,USD,27.66110890021733,0.8087166744000001,USD,-7.232681494131901,2.01275,Commercial services,Buy
HD,"Home Depot, Inc. (The)",399.53,USD,0.7133854297958115,2452254,0.7123527384322572,396850509290,USD,26.888986102231044,14.8585,USD,-7.206290125153007,2.2126,Retail trade,Buy
NTAP,"NetApp, Inc.",121.24,USD,-2.5793491361992835,1302133,0.8161087422140711,24827852210,USD,23.633067581528625,5.1301,USD,-7.142469274349747,1.66612,Electronic technology,Neutral
NPXYY,Nippon Sanso Holdings Corp.,17.985,USD,-6.00747341189997,10765,1.6182129757681438,16605145021.264868,USD,8.94153326041563,2.0114,USD,-7.129005448333174,0,Process industries,
GPAEF,Grupo Aeroportuario del Pacifico S.A.B. de CV,18.12,USD,-1.1634566608302939,456,0.4259293853913694,9263812519.112583,USD,18.08085798005732,1.0021648319999998,USD,-7.104239480630624,4.09941,Transportation,Neutral
F/PB,"Ford Motor Company 6.20% Notes due June 1, 2059",24.83,USD,-0.3611556982343636,24913,0.8679338624154294,42853188947,USD,26.114850652082456,0.9508,USD,-7.084921332942453,7.23562,Consumer durables,
F/PD,"Ford Motor Company 6.500% Notes due August 15, 2062",25.59,USD,-0.23391812865496578,23178,0.7731824641229726,42853188947,USD,26.914177534707616,0.9508,USD,-7.084921332942453,7.23562,Consumer durables,
F/PC,"Ford Motor Company 6% Notes due December 1, 2059",24.75,USD,0.12135922330097548,42911,0.9218042108564567,42853188947,USD,26.030710980227177,0.9508,USD,-7.084921332942453,7.23562,Consumer durables,
NX,Quanex Building Products Corporation,27.66,USD,1.2445095168374811,287664,0.39069680266255774,1306992287,USD,12.297159116169476,2.2493,USD,-6.965297596889611,1.15691,Producer manufacturing,Strong buy
AHEXY,Adecco Group AG,17.35,USD,3.7059175134489,18112,0.5872511510278192,5790494530.3876,USD,17.548295741883283,0.9887,USD,-6.954639563335212,4.73073,Commercial services,Neutral
HTHIF,Hitachi Ltd.,25.509,USD,-1.888461538461537,4961,0.35738727640782925,117932167514.64528,USD,27.407949214766223,0.9307153847999999,USD,-6.876073425869906,0.894632,Producer manufacturing,Strong buy
DOX,Amdocs Limited,87.83,USD,0.561025875887331,798390,0.9424020362937924,10029395905,USD,20.224279266832458,4.3428,USD,-6.872815388244358,2.08129,Technology services,Buy
KRT,Karat Packaging Inc.,25.83,USD,-0.6538461538461604,30519,0.7904039946234191,516978761.99999994,USD,18.350383631713555,1.4076,USD,-6.867804684398577,4.64576,Process industries,Buy
MCRI,"Monarch Casino & Resort, Inc.",78.92,USD,-0.025335697998474817,102323,0.394264224807247,1456241112,USD,18.443561579808367,4.279,USD,-6.858797152869989,1.52053,Consumer services,Neutral
LSCC,Lattice Semiconductor Corporation,53.52,USD,-1.5995587424158804,2594770,0.7691679032494874,7373569923,USD,39.22315866617809,1.3645,USD,-6.834630615867804,0,Electronic technology,Buy
BAMXF,Bayerische Motoren Werke AG,92.75,USD,9.117647058823529,718,0.06971753716488488,58036408965.7105,USD,5.256545826160271,17.644666872,USD,-6.754519859054932,7.39463,Consumer durables,Neutral
COFAF,COFACE SA,16.5009,USD,2.809345794392528,200,0.32786885245901637,2458755446.7062106,USD,9.048620687045682,1.8235818,USD,-6.729384058713206,8.76602,Finance,Buy
OTCM,OTC Markets Group Inc.,47.2,USD,0.4255319148936231,2855,0.6980440097799511,565225788.9999999,USD,21.110067534326223,2.2359,USD,-6.650801603206413,1.52542,Finance,
XTEPY,Xtep International Holdings Ltd.,68.36,USD,20.119486909154812,100,0.7861635220125786,1876892304.0565403,USD,11.485986961489347,5.9516,USD,-6.64596175866234,3.55923,Consumer non-durables,
OGE,OGE Energy Corp,40.84,USD,0.6159152500615914,756971,0.6877814889922125,8203419083.999998,USD,19.972613458528954,2.0448,USD,-6.613080014614543,4.09598,Utilities,Neutral
ASHTY,Ashtead Group PLC,314,USD,0.964630225080386,5714,0.7645886020901075,34268764891.205093,USD,22.17749055337783,14.1585,USD,-6.5649066539961565,1.29358,Finance,Buy
KOP,Koppers Holdings Inc.,37.01,USD,-0.0540102619497789,91812,0.5225905491777105,759419134,USD,10.151964011411016,3.6456,USD,-6.539851821467944,0.729533,Process industries,Strong buy
BNL,"Broadstone Net Lease, Inc.",18.84,USD,0.587293112653494,1215042,1.0836023368615038,3551669476,USD,22.728917842924357,0.8289,USD,-6.486913357400721,6.05096,Finance,Buy
SLP,"Simulations Plus, Inc.",31.56,USD,1.5770840038622416,89440,0.4034100416805925,631444204.0000001,USD,66.49810366624526,0.4746,USD,-6.464327946393366,0.760456,Technology services,Strong buy
LNT,Alliant Energy Corporation,60.74,USD,1.40233722871453,1074692,0.7987119438461265,15579784480,USD,24.812091503267975,2.448,USD,-6.436324720990679,3.11574,Utilities,Buy
MDU,"MDU Resources Group, Inc.",27.41,USD,0,1440164,0.8350850242990767,5588576336,USD,13.750376241597271,1.9934,USD,-6.413145539906095,1.82415,Utilities,Buy
SEAL/PB,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred,26.1688,USD,-0.4988593155893527,2133,0.620527142607785,,,10.852119100937216,2.4114,USD,-6.28789056427794,,Transportation,
SEAL/PA,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred,25.8,USD,-0.03874467260750876,1261,0.15701851598201946,,,10.699178900223936,2.4114,USD,-6.28789056427794,,Transportation,
