Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Index
APAX.l,APAX GLOBAL ALPHA LTD ORD NPV,138.6356,GBX,-0.11844380403458300,60528,0.12057598699577000,679942000,GBP,14.624008438818600,0.0948,GBP,-84.3305785123967,8.17003,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
PTEC.l,PLAYTECH PLC ORD NPV,756,GBX,-0.3952569169960470,221284,0.16934780539068500,2312618475,GBP,25.979381443299000,0.291,GBP,-84.1933731667572,0,Technology services,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
RWA.l,ROBERT WALTERS ORD GBP0.20,337,GBX,1.2012012012012000,414,0.008180153051849130,228003956,GBP,42.336683417085400,0.0796,GBP,-84.1117764471058,7.05706,Commercial services,Buy,FTSE All-Share
LGEN.l,LEGAL & GENERAL GROUP ORD GBP0.025,226.7,GBX,-1.2200435729847500,2534536,0.1373546764674030,13392386659,GBP,41.67279411764710,0.0544,GBP,-83.99058269570340,8.98911,Finance,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
RBN.l,ROBINSON GBP0.005,107.5,GBX,0,0,0,18009954,GBP,33.28173374613000,0.0323,GBP,-83.5707019328586,5.11628,Producer manufacturing,,FTSE AIM All-Share
G4M.l,GEAR4MUSIC (HOLDINGS) PLC ORD GBP0.1,172.5,GBX,0,2710,0.4270204686195110,36185219,GBP,58.47457627118640,0.0295,GBP,-82.93811451706190,0,Retail trade,Strong buy,FTSE AIM All-Share
HFD.l,HALFORDS GROUP ORD GBP0.01,152,GBX,-0.9126466753585440,17483,0.02262461005773460,333325360,GBP,23.974763406940100,0.0634,GBP,-82.56325632563260,5.21512,Retail trade,Neutral,FTSE All-Share
ORIT.l,OCTOPUS RENEWABLES INFRA TR PLC ORD GBP0.01,78.9534,GBX,0.7058673469387710,40215,0.06442727095916930,440541000,GBP,24.144770642201800,0.0327,GBP,-82.05268935236010,7.53827,Miscellaneous,Neutral,FTSE All-Share
WHR.l,WAREHOUSE REIT PLC ORD GBP0.01,87.3,GBX,-1.3559322033898300,78720,0.10134682358430200,376002568,GBP,10.804455445544600,0.0808,GBP,-82.04444444444450,7.23164,Finance,Buy,FTSE All-Share
CGT.l,CAPITAL GEARING TRUST ORD GBP0.25,4746.4922,GBX,-0.07384842105263820,4732,0.09067288014777460,958417000,GBP,64.92261250170980,0.7311,GBP,-82.00812107788850,1.64211,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
RNK.l,RANK GROUP ORD GBP0.1388888,88.47,GBX,0.07918552036198320,110717,0.31703620386965300,414091710,GBP,33.13483146067420,0.0267,GBP,-81.104033970276,0,Consumer services,Strong buy,FTSE All-Share
GNS.l,GENUS ORD GBP0.10,1996,GBX,-0.9429280397022330,21962,0.17909070003734800,1321147380,GBP,167.5902602854740,0.1191,GBP,-80.86439588688950,1.58809,Process industries,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
AEWU.l,AEW UK REIT PLC ORD GBP0.01,98.181,GBX,-0.3238578680203070,150970,0.4615556292696650,156048375,GBP,17.194570928196100,0.0571,GBP,-80.6243637597557,8.12183,Finance,Strong buy,FTSE All-Share
RST.l,RESTORE GBP GBP0.05,244,GBX,-0.6109979633401220,24292,0.06720527903940610,336148550,GBP,88.72727272727270,0.0275,GBP,-80.55162659123060,2.11813,Commercial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
SBRY.l,SAINSBURY(J) ORD GBP0.28571428,298.2,GBX,-0.5336891260840640,516116,0.08763883473067750,6985305937,GBP,52.12873697303680,0.0572,GBP,-80.13888888888890,4.36958,Retail trade,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
PPET.l,PATRIA PRIVATE EQUITY TRUST PLC ORD GBP0.002,535.5541,GBX,-0.4546282527881140,7238,0.10982041524801400,822365000,GBP,16.851922592825700,0.3178,GBP,-79.83118613949360,3.04833,Finance,,"FTSE 250, FTSE All-Share, FTSE 350"
AAS.l,ABRDN ASIA FOCUS PLC ORD GBP0.05,284.052,GBX,0.3717314487632580,25319,0.12160278026057300,434411000,GBP,30.477682403433500,0.0932,GBP,-79.51648351648350,3.06007,Miscellaneous,,FTSE All-Share
INSE.l,INSPIRED PLC ORD GBP0.0125,42,GBX,-1.1764705882352900,52,0.00047200039212340300,44738703,GBP,75.00000000000000,0.0056,GBP,-79.33579335793360,6.82353,Commercial services,Strong buy,FTSE AIM All-Share
JUGI.l,JPMORGAN UK SMALL CAP GROWTH & INC ORD GBP0.05,332.4061,GBX,-1.363175074183980,25903,0.15233832835399600,463146000,GBP,26.806943548387100,0.124,GBP,-78.88642942278220,5.27003,Miscellaneous,,FTSE All-Share
CEL.l,CELADON PHARMACEUTICALS PLC ORD GBP0.01,23.3551,GBX,-36.01342465753430,581819,3.8486074224499200,25128718,GBP,,-0.1154,GBP,-78.08641975308640,0,Process industries,,FTSE AIM All-Share
RICA.l,RUFFER INVESTMENT CO RED PTG PREF SHS GBP0.0001,277.6472,GBX,-0.4848745519713270,195017,0.18555070406548000,973677000,GBP,103.98771535580500,0.0267,GBP,-77.43026204564670,1.30824,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
CRDA.l,CRODA INTERNATIONAL ORD GBP0.10609756,4265,GBX,-1.2959962971534400,13582,0.03731352509514510,6033647105,GBP,36.618871812483900,1.1647,GBP,-77.09402717957800,2.52256,Process industries,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
BDEV.l,BARRATT DEVELOPMENTS ORD GBP0.10,476.5299,GBX,-1.2168532338308400,334257,0.07161251970160010,6992875999,GBP,41.22230968858130,0.1156,GBP,-76.78714859437750,5.78358,Consumer durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
OMIP.l,ONE MEDIA IP GROUP PLC ORD GBP0.005,4.5,GBX,5.88235294117647,22,0.004948045522018800,9453965,GBP,64.28571428571430,0.0007,GBP,-76.66666666666670,1.29412,Consumer services,,FTSE AIM All-Share
GHH.l,GOOCH & HOUSEGO PLC ORD GBP0.20,409,GBX,0.7389162561576360,857,0.026688008769362000,104692766,GBP,95.56074766355140,0.0428,GBP,-76.6120218579235,3.2266,Electronic technology,Strong buy,FTSE AIM All-Share
LSL.l,LSL PROPERTY SERVICES PLC ORD GBP0.002,300,GBX,1.694915254237290,3285,0.036559470071316000,301950618,GBP,29.354207436399200,0.1022,GBP,-76.50034490687510,3.86441,Finance,Strong buy,FTSE All-Share
STM.l,STM GROUP PLC ORD GBP0.001,59.5,GBX,3.4782608695652200,41859,4.782300723188890,33533027.000000000,GBP,82.63888888888890,0.0072,GBP,-76,0,Finance,,FTSE AIM All-Share
CAM.l,CAMELLIA ORD GBP0.10,4300,GBX,-0.4629629629629630,15,0.04588559192413580,119318406,GBP,,-7.3498,GBP,-74.99940474773210,3.37963,Process industries,Strong buy,FTSE AIM All-Share
MANO.l,MANOLETE PARTNERS PLC ORD GBP0.004,99.3,GBX,-0.7000000000000030,6291,0.2232996958069630,43761303,GBP,48.203883495145600,0.0206,GBP,-74.84737484737490,0,Finance,,FTSE AIM All-Share
QLT.l,QUILTER PLC ORD GBP0.08167,133.3,GBX,0,53800,0.03896843173140010,1799690515,GBP,36.72176308539950,0.0363,GBP,-74.49051300070270,4.05101,Finance,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
BOOT.l,BOOT(HENRY) ORD GBP0.10,226,GBX,-0.4405286343612340,3437,0.01463496056608390,303330445,GBP,28.10945273631840,0.0804,GBP,-73.69970559371930,3.22908,Consumer durables,Strong buy,FTSE All-Share
GSK.l,GSK PLC ORD GBP0.3125,1521.825,GBX,-0.987312947299932,765472,0.08862371938816950,62693629143,GBP,15.530411266455800,0.9799,GBP,-73.1548956221577,3.90371,Health technology,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
PYC.l,PHYSIOMICS ORD GBP0.004,0.636,GBX,-2.153846153846160,2022494,1.3713886855249600,1320857,GBP,,-0.0045,GBP,-73.07692307692310,0,Commercial services,,FTSE AIM All-Share
BRK.l,BROOKS MACDONALD GROUP ORD GBP0.01,1894.4,GBX,-0.8167539267015660,495,0.02366009760387740,304111553,GBP,48.032454361054800,0.3944,GBP,-72.69076305220880,3.97906,Finance,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
ESNT.l,ESSENTRA PLC ORD GBP0.25,151.563,GBX,-1.326171875000000,48115,0.028553194812605800,441559410,GBP,87.60867052023120,0.0173,GBP,-71.40495867768600,2.34375,Process industries,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
MCT.l,MIDDLEFIELD CANADIAN INC PCC RED PTG PRF SHS GBP NPV,115.375,GBX,-0.10822510822510800,3285,0.006781866877630550,122946000,GBP,23.837809917355400,0.0484,GBP,-71.29300118623960,4.5671,Miscellaneous,,FTSE All-Share
MRC.l,MERCANTILE INVESTMENT TST PLC(THE) ORD GBP0.025,243.3205,GBX,-0.6855102040816290,82249,0.05098509041455630,1898260000,GBP,25.266926272066500,0.0963,GBP,-71.15038945476330,3.12245,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
STCM.l,STEPPE CEMENT ORD NPV,14.2,GBX,1.4285714285714200,40093,0.3006177611388580,30660000,GBP,8.606060606060610,0.0165,GBP,-70.95070422535210,0,Non-energy minerals,,FTSE AIM All-Share
HINT.l,HENDERSON INTL INCOME TRUST PLC ORD GBP0.01,167.5025,GBX,0.300898203592813,41182,0.11758387437467000,327285000,GBP,25.727992293136800,0.0651,GBP,-70.01381851681250,4.55689,Miscellaneous,,FTSE All-Share
MAB.l,MITCHELLS & BUTLERS PLC ORD GBP0.085416,297.5,GBX,-1.490066225165560,5783,0.02589331488608150,1793160748,GBP,39.98655913978500,0.0744,GBP,-69.68215158924210,0,Consumer services,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
PET.l,PETREL RESOURCES ORD EUR0.0125 (CDI),0.766,GBX,-12.457142857142900,404591,0.7887731263735850,1608878,GBP,,-0.0027,GBP,-68.75,0,Energy minerals,,FTSE AIM All-Share
PAGE.l,PAGEGROUP PLC ORD GBP0.01,388.4,GBX,-1.4213197969543200,13936,0.028588719190095700,1244343111,GBP,24.184308841843100,0.1606,GBP,-68.16019032513880,4.2132,Commercial services,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
BYG.l,BIG YELLOW GROUP ORD GBP0.10,1268,GBX,-1.3996889580093300,5968,0.016461695389125500,2512381149,GBP,10.034821145932300,1.2636,GBP,-67.09546377792820,3.51477,Finance,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
STVG.l,STV GROUP PLC ORD GBP0.50,248,GBX,1.2244897959183700,39,0.0014180786851865300,114470127,GBP,16.997943797121300,0.1459,GBP,-66.87854710556190,4.61224,Consumer services,Strong buy,FTSE All-Share
WPP.l,WPP PLC ORD GBP0.10,773.2933,GBX,-0.8598333333333280,180289,0.06587255495332100,8408898179,GBP,41.53025241675620,0.1862,GBP,-66.86832740213520,5.05128,Commercial services,Neutral,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
FNTL.l,FINTEL PLC ORD GBP0.01,254.5,GBX,-2.1153846153846200,2045,0.008191084175105750,270878326,GBP,44.88536155202820,0.0567,GBP,-66.56839622641510,1.32692,Commercial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
CLDN.l,CALEDONIA INVESTMENTS ORD GBP0.05,3435,GBX,-0.43478260869565200,1469,0.038354089971541200,1868170000,GBP,9.309952298352130,3.6896,GBP,-66.50325017249520,2.04058,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
SVS.l,SAVILLS ORD GBP0.025,1178,GBX,-1.5050167224080300,8814,0.046531099657536600,1619788524,GBP,37.732222934016700,0.3122,GBP,-65.80129258407270,1.92308,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
PSN.l,PERSIMMON ORD GBP0.10,1641.926,GBX,-1.2375338345864700,55538,0.045264984928515600,5314856438,GBP,20.572935722340600,0.7981,GBP,-65.23954703832750,3.60902,Consumer durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
HSP.l,HARGREAVES SERVICES ORD GBP0.10,564,GBX,2.5454545454545500,8650,0.2823245263312500,181289751,GBP,15.169445938676700,0.3718,GBP,-64.61743433574420,6.54545,Commercial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
MNDI.l,MONDI PLC ORD EUR0.22,1426.5,GBX,-0.34928396786587500,56446,0.04642493612726250,6310742751,GBP,16.32711457021860,0.8737,GBP,-64.27461563624470,4.18782,Process industries,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
THRU.l,THRUVISION GROUP PLC ORD GBP0.01,17,GBX,0,0,0,27372574,GBP,,-0.0186,GBP,-63.15789473684210,0,Electronic technology,Strong buy,FTSE AIM All-Share
CNS.l,CORERO NETWORK SECURITY ORD GBP0.01,19.05,GBX,-1.0389610389610400,15541,0.05336638127448160,98591145,GBP,146.53846153846200,0.0013,GBP,-62.857142857142900,0,Technology services,Strong buy,FTSE AIM All-Share
GGP.l,GREATLAND GOLD ORD GBP0.001,6.809,GBX,-2.0287769784172700,7986904,0.13191667621740300,353781161,GBP,,-0.0026,GBP,-62.500000000000000,0,Non-energy minerals,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
VLG.l,VENTURE LIFE GROUP PLC ORD GBP0.003,44.7,GBX,-6.874999999999990,364341,2.8055062741401900,60985110,GBP,64.78260869565220,0.0069,GBP,-61.452513966480400,0,Health technology,,FTSE AIM All-Share
CPI.l,CAPITA PLC ORD GBP0.02066666,19.6158,GBX,-1.6258776328987000,710749,0.06225324644020420,335166171,GBP,,-0.025,GBP,-61.290322580645200,0,Commercial services,Buy,FTSE All-Share
DOCS.l,DR. MARTENS PLC ORD GBP0.01,57.15,GBX,0.9717314487632460,823449,0.15362044531010400,544354389,GBP,8.14102564102564,0.0702,GBP,-61.15107913669070,4.5053,Consumer non-durables,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
BP.l,BP ORD USD0.25,390.2,GBX,0.5281463351797020,5369383,0.08864276108636310,61779148107,GBP,11.710684273709500,0.3332,GBP,-60.84606345475910,5.96707,Energy minerals,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
CAML.l,CENTRAL ASIA METALS PLC ORD USD0.01,195.6,GBX,-0.30581039755351400,49779,0.10714896868660200,356897490,GBP,11.27377521613830,0.1735,GBP,-60.451333485297500,9.17431,Non-energy minerals,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
ANG.l,ANGLING DIRECT PLC ORD GBP0.01,36,GBX,1.4084507042253500,1,0.000009620527897606800,27429892,GBP,23.07692307692310,0.0156,GBP,-60.30534351145040,0,Retail trade,Strong buy,FTSE AIM All-Share
NCYF.l,CQS NEW CITY HIGH YIELD FUND LTD ORD NPV,52.17,GBX,-0.05747126436781830,191489,0.2823748454590930,292869000,GBP,15.344117647058800,0.034,GBP,-59.523809523809500,8.62069,Miscellaneous,,FTSE All-Share
JLP.l,JUBILEE METALS GROUP PLC ORD GBP0.01,4.9005,GBX,0.010204081632647400,1475971,0.2769638001200800,147277296,GBP,10.001020408163300,0.0049,GBP,-59.50413223140500,0,Non-energy minerals,Strong buy,FTSE AIM All-Share
ANX.l,ANEXO GROUP PLC ORD GBP0.0005,66.55,GBX,1.6030534351145000,6066,0.09398123473928190,77283640,GBP,8.402777777777780,0.0792,GBP,-59.38461538461540,2.29008,Commercial services,,FTSE AIM All-Share
ACSO.l,ACCESSO TECHNOLOGY GROUP PLC ORD GBP0.01,524.68,GBX,0.1297709923664030,820,0.01881545253457910,212333308,GBP,31.721886336154800,0.1654,GBP,-59.13021991598720,0,Technology services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
TEK.l,TEKCAPITAL PLC ORD GBP0.004,7.99,GBX,-0.12499999999999700,314952,0.3086202845187560,15855052,GBP,1.49625468164794,0.0534,GBP,-58.85978428351310,0,Technology services,,FTSE AIM All-Share
HWG.l,HARWORTH GROUP PLC ORD GBP0.1,190,GBX,-1.2987012987013000,11724,0.013903406192210000,623695814,GBP,12.541254125412500,0.1515,GBP,-57.65790944661820,0.761558,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
SPR.l,SPRINGFIELD PROPERTIES PLC ORD GBP0.00125,109.6,GBX,1.481481481481480,1649,0.007093061918688300,128255872.00000000,GBP,17.908496732026100,0.0612,GBP,-57.44089012517390,0,Finance,Buy,FTSE AIM All-Share
MSLH.l,MARSHALLS ORD GBP0.25,329.5,GBX,-1.6417910447761200,9029,0.022131301440140100,843125805,GBP,38.71915393654520,0.0851,GBP,-57.34335839599000,2.47761,Non-energy minerals,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
ESYS.l,ESSENSYS PLC ORD GBP0.0025,28.5,GBX,-3.389830508474580,7090,0.8209724296846960,18439427,GBP,,-0.1664,GBP,-57.27788279773160,0,Technology services,Strong buy,FTSE AIM All-Share
NRR.l,NEWRIVER REIT PLC ORD GBP0.01,81.292,GBX,-0.9841656516443280,34796,0.03821449693013360,253707058,GBP,84.67916666666670,0.0096,GBP,-57.14285714285720,8.03898,Finance,Buy,FTSE All-Share
TW.l,TAYLOR WIMPEY PLC ORD GBP0.01,163.975,GBX,-0.9214501510574050,642203,0.0477296401278498,5857795225,GBP,23.559626436781600,0.0696,GBP,-56.41828428303070,5.78852,Consumer durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
VCT.l,VICTREX ORD GBP0.01,980.249,GBX,-0.17830957230142300,26331,0.14653684207011500,853937874,GBP,27.79271335412530,0.3527,GBP,-56.19177741895420,6.06517,Process industries,Neutral,"FTSE 250, FTSE All-Share, FTSE 350"
PNL.l,PERSONAL ASSETS TRUST PLC GBP0.125,491.0461,GBX,-0.39632860040567500,119742,0.15540440485091400,1615700000,GBP,35.377961095100900,0.1388,GBP,-55.52707465555910,1.1359,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
BERI.l,BLACKROCK ENERGY & RES INC TST PLC ORD GBP0.01,118.723,GBX,0.6127118644067790,12142,0.04092717477440670,144071000,GBP,6.318414050026610,0.1879,GBP,-55.473933649289100,3.79237,Miscellaneous,,FTSE All-Share
SYNC.l,SYNCONA LIMITED ORD NPV,111.941,GBX,-1.286596119929460,114827,0.13296328517172300,725064000,GBP,196.3877192982460,0.0057,GBP,-55.46875,0,Miscellaneous,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
VTU.l,VERTU MOTORS PLC ORD GBP0.10,60.9,GBX,1.1627906976744100,113125,0.20893674882044200,198582986,GBP,8.564722260937120,0.0711,GBP,-55.45112781954890,3.90365,Retail trade,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
VRS.l,VERSARIEN PLC ORD GBP0.0001,0.0574,GBX,0.701754385964908,10361230,0.4218276592448650,1330564,GBP,,-0.0417,GBP,-55.01858736059480,0,Producer manufacturing,,FTSE AIM All-Share
UTG.l,UNITE GROUP ORD GBP0.25,941,GBX,-1.5690376569037700,84562,0.08391673901866380,4670170194,GBP,15.315755208333300,0.6144,GBP,-54.77031802120140,3.70293,Finance,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
PRU.l,PRUDENTIAL PLC GBP0.05,706.2,GBX,0.8857142857142920,1764782,0.1586489373352420,18866943115,GBP,27.825059101654800,0.2538,GBP,-54.47533632287000,2.35677,Finance,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
VNH.l,VIETNAM HOLDING LTD (DY) ORD USD1,400,GBX,2.564102564102560,6864,0.10268024766523600,105855000,GBP,6.202512017367030,0.6449,GBP,-53.07770663562280,0,Miscellaneous,,FTSE All-Share
WYN.l,WYNNSTAY GROUP ORD GBP0.25,322.6,GBX,0.8125000000000070,1304,0.045995012504012200,73585340,GBP,11.778021175611500,0.2739,GBP,-53.0188679245283,5.39063,Process industries,Strong buy,FTSE AIM All-Share
DUKE.l,DUKE CAPITAL LIMITED ORD NPV,33.005,GBX,0.778625954198481,66302,0.166708447287147,136483000,GBP,11.7875,0.028,GBP,-52.62267343485620,8.54962,Miscellaneous,Strong buy,FTSE AIM All-Share
ARV.l,ARTEMIS RESOURCES LIMITED NPV,0.7,GBX,7.692307692307680,533455,0.49100835852322100,12861301.79032380,GBP,,-0.005008858656964330,GBP,-52.326466084223600,0,Non-energy minerals,,FTSE AIM All-Share
I3E.l,I3 ENERGY PLC ORD GBP0.0001,12.0708,GBX,-0.7335526315789470,634492,0.07291322086544590,146217634,GBP,9.734516129032260,0.0124,GBP,-52.307692307692300,11.25,Energy minerals,Strong buy,FTSE AIM All-Share
JOG.l,JERSEY OIL & GAS PLC ORD GBP0.01,60.1,GBX,3.6206896551724200,50810,0.44280912321004800,18947222,GBP,,-0.1632,GBP,-52.23880597014930,0,Energy minerals,,FTSE AIM All-Share
TRB.l,TRIBAL GROUP ORD GBP0.05,48,GBX,-2.0408163265306100,35011,0.7715123722721830,102364363,GBP,53.333333333333300,0.009,GBP,-52.12765957446810,0,Technology services,Strong buy,FTSE AIM All-Share
BKS.l,BEEKS FINANCIAL CLOUD GROUP PLC ORD GBP0.00125,250,GBX,1.214574898785430,40707,0.33877527582134700,164647912,GBP,284.09090909090900,0.0088,GBP,-51.11111111111110,0,Technology services,Strong buy,FTSE AIM All-Share
SFT.l,SOFTWARE CIRCLE PLC ORD GBP0.01,21,GBX,0,10190,0.13228457670882700,81917493,GBP,,-0.0148,GBP,-51.020408163265300,0,Commercial services,,FTSE AIM All-Share
LTHM.l,LATHAM(JAMES) ORD GBP0.25,1399,GBX,1.7454545454545500,178,0.018502733830897500,273495438,GBP,12.432240291477800,1.1253,GBP,-50.71391030133150,5.72727,Distribution services,,"FTSE AIM All-Share, FTSE AIM 100"
RSE.l,RIVERSTONE ENERGY LTD ORD NPV,780,GBX,-0.5102040816326530,100446,1.3266362719045700,202630000,GBP,6.013414540127980,1.2971,GBP,-50.059677357255600,0,Finance,,FTSE All-Share
IOF.l,IOFINA PLC ORD GBP0.01,20.5,GBX,2.5,347,0.0002617597253921720,38371683,GBP,14.04109589041100,0.0146,GBP,-50,0,Process industries,Strong buy,FTSE AIM All-Share
REAT.l,REACT GROUP PLC ORD GBP0.125,79.5,GBX,0,19633,0.28385456953374300,17133651,GBP,83.6842105263158,0.0095,GBP,-50,0,Consumer services,,FTSE AIM All-Share
GEN.l,GENUIT GROUP PLC ORD GBP0.001,476,GBX,-1.2448132780083000,10051,0.03151834969406720,1200001690,GBP,50.210970464135000,0.0948,GBP,-49.331908070550500,2.57261,Producer manufacturing,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
RKT.l,RECKITT BENCKISER GROUP PLC ORD GBP0.10,4654,GBX,-0.8310249307479230,183364,0.07468925978350530,32507117085,GBP,21.453925229336700,2.1693,GBP,-48.93481791859890,4.18283,Consumer non-durables,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
LGRS.l,LOUNGERS PLC ORD GBP0.01,276,GBX,1.098901098901100,361,0.00524205668681688,283549072,GBP,31.687715269804800,0.0871,GBP,-48.76470588235300,0,Consumer services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
CAPD.l,CAPITAL LIMITED ORD USD0.0001 (DI),82.4,GBX,0.4878048780487870,4255,0.02316922299519520,160930842,GBP,6.941870261162600,0.1187,GBP,-48.70354364736390,3.75268,Industrial services,Strong buy,FTSE All-Share
TUNE.l,FOCUSRITE PLC ORD GBP0.001,272.55,GBX,-0.8909090909090870,13862,0.23873081043099700,161306544,GBP,13.633236997212000,0.1999,GBP,-47.83402922755740,2.4,Electronic technology,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
CHAR.l,CHARIOT LIMITED ORD GBP0.01,1.554,GBX,3.600000000000000,799485,0.014486288865342600,17713260,GBP,,-0.0124,GBP,-47.61904761904760,0,Energy minerals,Strong buy,FTSE AIM All-Share
CCT.l,THE CHARACTER GROUP PLC ORD GBP0.05,274.21,GBX,-1.363309352517990,3660,0.3096158563923830,52192828,GBP,9.757589895476420,0.281,GBP,-46.76013641530880,6.83453,Consumer durables,Strong buy,FTSE AIM All-Share
SAFE.l,SAFESTORE HOLDINGS PLC ORD GBP0.01,890.5,GBX,-1.981287837094110,12733,0.03159804252446840,1984401558,GBP,7.384526080106150,1.2059,GBP,-46.74057062096990,3.32416,Finance,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
RMII.l,RM INFRASTRUCTURE INCOME PLC ORD GBP0.01,73.9,GBX,0.40760869565218900,6431,0.0030089445332821000,86411600,GBP,27.78195488721810,0.0266,GBP,-45.9349593495935,8.83152,Miscellaneous,,FTSE All-Share
EKF.l,EKF DIAGNOSTICS HOLDINGS PLC GBP0.01,29.3,GBX,-0.6779661016949130,8007,0.012435985427205700,133850509.00000000,GBP,27.904761904761900,0.0105,GBP,-45.876288659793800,4.0678,Health technology,Buy,FTSE AIM All-Share
BWY.l,BELLWAY GBP0.125,3116,GBX,-1.3924050632911400,10358,0.030260385976218800,3739236059,GBP,17.28422453960510,1.8028,GBP,-45.806529188961700,3.51266,Consumer durables,Strong buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
GLE.l,M J GLEESON PLC ORD GBP0.02,629.9998,GBX,-0.00003174603173806280,1390,0.026560018955063900,367749750,GBP,19.067790556900700,0.3304,GBP,-45.00665778961390,2.06349,Consumer durables,Strong buy,FTSE All-Share
SDI.l,SDI GROUP PLC ORD GBP0.01,53.433,GBX,0.8169811320754710,53970,0.15054519284680200,55412202,GBP,13.29179104477610,0.0402,GBP,-44.47513812154700,0,Electronic technology,,FTSE AIM All-Share
ECEL.l,EUROCELL PLC ORD GBP0.001,176.01,GBX,-2.2166666666666700,18194,0.034615697078974700,185886113,GBP,15.631438721136800,0.1126,GBP,-44.00795624067630,3.05556,Producer manufacturing,Strong buy,FTSE All-Share
AVG.l,AVINGTRANS PLC ORD GBP0.05,427,GBX,1.6666666666666700,4068,0.1887624182748750,138977658,GBP,38.88888888888890,0.1098,GBP,-43.836317135549900,1.09524,Producer manufacturing,Strong buy,FTSE AIM All-Share
UJO.l,UNION JACK OIL PLC ORD GBP0.05,14.5,GBX,0,260273,0.915314272330545,15452054,GBP,14.356435643564400,0.0101,GBP,-43.575418994413400,3.7931,Energy minerals,Strong buy,FTSE AIM All-Share
HHI.l,HENDERSON HIGH INCOME TRUST ORD GBP0.05,171,GBX,1.7857142857142900,81156,0.45441946955278700,289199000,GBP,10.363636363636400,0.165,GBP,-43.57045143638850,6.16071,Miscellaneous,,FTSE All-Share
FEVR.l,FEVERTREE DRINKS PLC ORD GBP0.0025,822.72,GBX,-0.336765596608113,56249,0.17634618013275300,963661110,GBP,43.9252536038441,0.1873,GBP,-42.86150091519220,2.01575,Consumer non-durables,Neutral,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
ACRM.l,ACUITYRM GROUP PLC ORD GBP0.001,2.3,GBX,2.2222222222222100,200000,0.5981846889245170,3377884,GBP,,-0.0127,GBP,-42.69662921348310,0,Technology services,,FTSE AIM All-Share
